User_ID,Age,Subscription_Type,Monthly_Revenue,Join_Date,Last_Device,Total_Watch_Time_Hrs,Favorite_Genre,Churned
1497,22,Premium,19.99,2021-03-04 08:00:00,Laptop,38.14,Sci-Fi,0
1498,68,Free,0.0,2021-03-04 09:00:00,Mobile,19.29,Action,0
1499,61,Premium,19.99,2021-03-04 10:00:00,Mobile,12.51,Sci-Fi,0
1500,51,Free,0.0,2021-03-04 11:00:00,Laptop,17.48,Sci-Fi,0
1501,17,Standard,12.99,2021-03-04 12:00:00,TV,27.93,Sci-Fi,1
1502,65,Premium,19.99,2021-03-04 13:00:00,Mobile,5.56,Romance,0
1503,47,Free,0.0,2021-03-04 14:00:00,TV,44.06,Action,1
1504,42,Standard,12.99,2021-03-04 15:00:00,Mobile,14.06,Sci-Fi,0
1505,61,Free,0.0,2021-03-04 16:00:00,Laptop,18.42,Action,0
1506,22,Free,0.0,2021-03-04 17:00:00,Mobile,32.04,Documentary,1
1507,48,Standard,12.99,2021-03-04 18:00:00,TV,33.34,Sci-Fi,0
1508,49,Standard,12.99,2021-03-04 19:00:00,TV,,Sci-Fi,0
1509,46,Standard,12.99,2021-03-04 20:00:00,Laptop,28.68,Sci-Fi,0
1510,38,Standard,12.99,2021-03-04 21:00:00,TV,27.08,Documentary,0
1511,28,Standard,12.99,2021-03-04 22:00:00,TV,54.28,Documentary,0
1512,46,Free,0.0,2021-03-04 23:00:00,Laptop,22.0,Romance,0
1513,60,Free,0.0,2021-03-05 00:00:00,Mobile,25.0,Horror,0
1514,57,Premium,19.99,2021-03-05 01:00:00,Laptop,28.53,Action,0
1515,30,Free,0.0,2021-03-05 02:00:00,Mobile,20.56,Horror,0
1516,18,Standard,12.99,2021-03-05 03:00:00,Mobile,54.91,Sci-Fi,0
1517,66,Free,0.0,2021-03-05 04:00:00,Mobile,8.26,Sci-Fi,0
1518,51,Standard,12.99,2021-03-05 05:00:00,Tablet,28.8,Romance,0
1519,68,Standard,12.99,2021-03-05 06:00:00,Mobile,13.67,Horror,0
1520,35,Free,0.0,2021-03-05 07:00:00,Laptop,22.66,Sci-Fi,0
1521,28,Free,0.0,2021-03-05 08:00:00,Laptop,28.19,Horror,0
1522,45,Standard,12.99,2021-03-05 09:00:00,Laptop,17.58,Romance,1
1523,69,Free,0.0,2021-03-05 10:00:00,Tablet,16.75,Horror,0
1524,62,Free,0.0,2021-03-05 11:00:00,TV,55.97,Action,1
1525,32,Standard,12.99,2021-03-05 12:00:00,Tablet,24.92,Romance,1
1526,21,Free,0.0,2021-03-05 13:00:00,Laptop,20.31,Horror,0
1527,24,Premium,19.99,2021-03-05 14:00:00,Laptop,23.12,Sci-Fi,0
1528,21,Standard,12.99,2021-03-05 15:00:00,TV,34.47,Documentary,0
1529,47,Free,0.0,2021-03-05 16:00:00,Tablet,34.79,Documentary,0
1530,37,Standard,12.99,2021-03-05 17:00:00,Laptop,27.41,Romance,1
1531,35,Standard,12.99,2021-03-05 18:00:00,Mobile,13.59,Documentary,0
1532,33,Free,0.0,2021-03-05 19:00:00,Mobile,24.26,Action,0
1533,62,Standard,12.99,2021-03-05 20:00:00,Laptop,9.77,Romance,0
1534,33,Free,0.0,2021-03-05 21:00:00,Mobile,19.89,Sci-Fi,1
1535,50,Free,0.0,2021-03-05 22:00:00,TV,31.89,Sci-Fi,1
1536,43,Free,0.0,2021-03-05 23:00:00,Laptop,16.74,Romance,0
1537,32,Free,0.0,2021-03-06 00:00:00,Tablet,,Documentary,0
1538,16,Free,0.0,2021-03-06 01:00:00,Laptop,54.38,Documentary,0
1539,15,Standard,12.99,2021-03-06 02:00:00,TV,51.22,Sci-Fi,0
1540,61,Standard,12.99,2021-03-06 03:00:00,Tablet,40.08,Action,0
1541,19,Standard,12.99,2021-03-06 04:00:00,TV,39.74,Documentary,1
1542,34,Standard,12.99,2021-03-06 05:00:00,Mobile,9.97,Action,0
1543,25,Premium,19.99,2021-03-06 06:00:00,Mobile,,Documentary,0
1544,56,Standard,12.99,2021-03-06 07:00:00,Mobile,19.88,Romance,0
1545,16,Standard,12.99,2021-03-06 08:00:00,TV,51.2,Horror,0
1546,17,Free,0.0,2021-03-06 09:00:00,TV,54.23,Sci-Fi,0
1547,37,Premium,19.99,2021-03-06 10:00:00,Laptop,1.86,Romance,0
1548,69,Free,0.0,2021-03-06 11:00:00,Tablet,40.83,Documentary,0
1549,26,Free,0.0,2021-03-06 12:00:00,Tablet,32.46,Sci-Fi,0
1550,34,Standard,12.99,2021-03-06 13:00:00,TV,,Horror,0
1551,19,Free,0.0,2021-03-06 14:00:00,TV,60.01,Horror,0
1552,51,Free,0.0,2021-03-06 15:00:00,Mobile,11.89,Documentary,1
1553,52,Standard,12.99,2021-03-06 16:00:00,TV,33.62,Sci-Fi,0
1554,44,Standard,12.99,2021-03-06 17:00:00,Mobile,9.06,Documentary,0
1555,23,Standard,12.99,2021-03-06 18:00:00,TV,35.44,Horror,1
1556,48,Premium,19.99,2021-03-06 19:00:00,Tablet,29.28,Romance,0
1557,67,Free,0.0,2021-03-06 20:00:00,Laptop,33.68,Romance,0
1558,58,Free,0.0,2021-03-06 21:00:00,TV,20.15,Action,0
1559,49,Standard,12.99,2021-03-06 22:00:00,Mobile,23.13,Horror,1
1560,66,Free,0.0,2021-03-06 23:00:00,Laptop,31.03,Horror,1
1561,36,Standard,12.99,2021-03-07 00:00:00,Mobile,28.67,Documentary,1
1562,58,Free,0.0,2021-03-07 01:00:00,Mobile,20.97,Action,1
1563,38,Standard,12.99,2021-03-07 02:00:00,Laptop,23.03,Action,0
1564,31,Standard,12.99,2021-03-07 03:00:00,Laptop,23.31,Sci-Fi,0
1565,24,Standard,12.99,2021-03-07 04:00:00,Laptop,32.48,Documentary,0
1566,44,Standard,12.99,2021-03-07 05:00:00,TV,39.59,Romance,0
1567,60,Standard,12.99,2021-03-07 06:00:00,Laptop,17.65,Sci-Fi,0
1568,37,Free,0.0,2021-03-07 07:00:00,TV,54.67,Action,0
1569,46,Free,0.0,2021-03-07 08:00:00,Tablet,11.81,Romance,0
1570,31,Free,0.0,2021-03-07 09:00:00,Tablet,31.74,Horror,1
1571,64,Standard,12.99,2021-03-07 10:00:00,Mobile,13.2,Documentary,0
1572,65,Free,0.0,2021-03-07 11:00:00,Mobile,25.13,Action,0
1573,31,Standard,12.99,2021-03-07 12:00:00,TV,28.41,Horror,0
1574,28,Free,0.0,2021-03-07 13:00:00,Mobile,34.54,Action,1
1575,23,Standard,12.99,2021-03-07 14:00:00,Tablet,29.31,Romance,0
1576,54,Premium,19.99,2021-03-07 15:00:00,TV,41.69,Sci-Fi,0
1577,16,Free,0.0,2021-03-07 16:00:00,TV,37.45,Romance,0
1578,59,Free,0.0,2021-03-07 17:00:00,Laptop,12.27,Documentary,0
1579,39,Free,0.0,2021-03-07 18:00:00,TV,48.65,Documentary,1
1580,53,Standard,12.99,2021-03-07 19:00:00,Mobile,36.84,Action,0
1581,23,Standard,12.99,2021-03-07 20:00:00,Tablet,28.16,Romance,0
1582,68,Free,0.0,2021-03-07 21:00:00,Mobile,23.68,Sci-Fi,0
1583,36,Standard,12.99,2021-03-07 22:00:00,Tablet,4.48,Documentary,0
1584,57,Free,0.0,2021-03-07 23:00:00,Laptop,20.49,Sci-Fi,0
1585,60,Standard,12.99,2021-03-08 00:00:00,Tablet,15.75,Horror,0
1586,18,Standard,12.99,2021-03-08 01:00:00,Laptop,48.92,Action,0
1587,40,Standard,12.99,2021-03-08 02:00:00,Mobile,15.24,Sci-Fi,1
1588,43,Free,0.0,2021-03-08 03:00:00,Laptop,39.12,Action,1
1589,59,Premium,19.99,2021-03-08 04:00:00,TV,29.88,Horror,0
1590,48,Standard,12.99,2021-03-08 05:00:00,TV,40.77,Sci-Fi,0
1591,37,Free,0.0,2021-03-08 06:00:00,Tablet,36.93,Sci-Fi,0
1592,51,Free,0.0,2021-03-08 07:00:00,Mobile,18.55,Horror,0
1593,25,Standard,12.99,2021-03-08 08:00:00,Mobile,46.2,Romance,0
1594,20,Premium,19.99,2021-03-08 09:00:00,Tablet,38.55,Sci-Fi,0
1595,32,Premium,19.99,2021-03-08 10:00:00,TV,35.39,Sci-Fi,0
1596,35,Standard,12.99,2021-03-08 11:00:00,Laptop,24.24,Documentary,1
1597,56,Premium,19.99,2021-03-08 12:00:00,Tablet,33.69,Romance,0
1598,50,Free,0.0,2021-03-08 13:00:00,Laptop,23.66,Sci-Fi,0
1599,55,Free,0.0,2021-03-08 14:00:00,Laptop,7.28,Horror,0
1600,52,Premium,19.99,2021-03-08 15:00:00,Mobile,28.59,Action,1
1601,48,Standard,12.99,2021-03-08 16:00:00,TV,44.02,Horror,0
1602,31,Standard,12.99,2021-03-08 17:00:00,Laptop,23.3,Romance,0
1603,51,Standard,12.99,2021-03-08 18:00:00,TV,30.04,Documentary,0
1604,39,Premium,19.99,2021-03-08 19:00:00,Mobile,27.93,Documentary,0
1605,52,Standard,12.99,2021-03-08 20:00:00,Tablet,8.94,Documentary,0
1606,26,Premium,19.99,2021-03-08 21:00:00,Tablet,34.09,Horror,0
1607,37,Standard,12.99,2021-03-08 22:00:00,Mobile,23.59,Action,1
1608,67,Free,0.0,2021-03-08 23:00:00,Mobile,20.77,Action,0
1609,56,Premium,19.99,2021-03-09 00:00:00,Laptop,31.45,Sci-Fi,1
1610,36,Free,0.0,2021-03-09 01:00:00,Mobile,16.54,Action,0
1611,35,Premium,19.99,2021-03-09 02:00:00,Tablet,11.38,Action,0
1612,41,Standard,12.99,2021-03-09 03:00:00,TV,27.77,Sci-Fi,1
1613,45,Standard,12.99,2021-03-09 04:00:00,TV,46.82,Horror,0
1614,20,Standard,12.99,2021-03-09 05:00:00,TV,51.07,Horror,0
1615,41,Free,0.0,2021-03-09 06:00:00,TV,40.22,Romance,0
1616,54,Free,0.0,2021-03-09 07:00:00,Mobile,24.23,Horror,0
1617,48,Premium,19.99,2021-03-09 08:00:00,Mobile,18.58,Documentary,0
1618,26,Premium,19.99,2021-03-09 09:00:00,TV,35.6,Documentary,1
1619,59,Free,0.0,2021-03-09 10:00:00,Mobile,11.17,Romance,0
1620,67,Premium,19.99,2021-03-09 11:00:00,Laptop,24.57,Action,0
1621,21,Premium,19.99,2021-03-09 12:00:00,Mobile,,Romance,0
1622,24,Standard,12.99,2021-03-09 13:00:00,Laptop,23.35,Sci-Fi,0
1623,59,Free,0.0,2021-03-09 14:00:00,Laptop,18.86,Romance,0
1624,31,Premium,19.99,2021-03-09 15:00:00,Mobile,32.52,Romance,0
1625,40,Standard,12.99,2021-03-09 16:00:00,TV,36.49,Documentary,0
1626,35,Premium,19.99,2021-03-09 17:00:00,Laptop,38.56,Sci-Fi,1
1627,42,Premium,19.99,2021-03-09 18:00:00,Mobile,25.31,Sci-Fi,0
1628,60,Premium,19.99,2021-03-09 19:00:00,Tablet,52.15,Romance,0
1629,16,Standard,12.99,2021-03-09 20:00:00,TV,48.32,Sci-Fi,0
1630,68,Free,0.0,2021-03-09 21:00:00,Tablet,22.36,Sci-Fi,0
1631,57,Free,0.0,2021-03-09 22:00:00,Laptop,21.69,Horror,0
1632,15,Free,0.0,2021-03-09 23:00:00,Tablet,,Sci-Fi,0
1633,65,Free,0.0,2021-03-10 00:00:00,Mobile,18.2,Action,0
1634,67,Standard,12.99,2021-03-10 01:00:00,TV,55.9,Sci-Fi,0
1635,50,Standard,12.99,2021-03-10 02:00:00,Laptop,16.29,Documentary,1
1636,65,Premium,19.99,2021-03-10 03:00:00,Mobile,21.69,Horror,0
1637,40,Free,0.0,2021-03-10 04:00:00,TV,36.77,Documentary,0
1638,43,Standard,12.99,2021-03-10 05:00:00,Laptop,17.2,Documentary,0
1639,35,Free,0.0,2021-03-10 06:00:00,Laptop,16.9,Action,0
1640,25,Free,0.0,2021-03-10 07:00:00,Laptop,29.39,Horror,0
1641,54,Free,0.0,2021-03-10 08:00:00,Laptop,,Romance,0
1642,25,Standard,12.99,2021-03-10 09:00:00,Tablet,44.31,Sci-Fi,0
1643,50,Free,0.0,2021-03-10 10:00:00,Tablet,8.58,Action,0
1644,63,Standard,12.99,2021-03-10 11:00:00,Tablet,38.43,Action,0
1645,53,Free,0.0,2021-03-10 12:00:00,Laptop,27.07,Romance,0
1646,54,Premium,19.99,2021-03-10 13:00:00,Tablet,27.57,Action,1
1647,49,Premium,19.99,2021-03-10 14:00:00,TV,28.93,Romance,0
1648,68,Premium,19.99,2021-03-10 15:00:00,Laptop,45.35,Romance,0
1649,48,Premium,19.99,2021-03-10 16:00:00,TV,27.86,Romance,0
1650,69,Premium,19.99,2021-03-10 17:00:00,TV,37.45,Action,1
1651,61,Premium,19.99,2021-03-10 18:00:00,Tablet,23.82,Romance,0
1652,38,Standard,12.99,2021-03-10 19:00:00,Laptop,37.64,Action,0
1653,68,Free,0.0,2021-03-10 20:00:00,Tablet,13.52,Horror,0
1654,36,Free,0.0,2021-03-10 21:00:00,Tablet,,Romance,0
1655,19,Free,0.0,2021-03-10 22:00:00,Tablet,15.4,Action,0
1656,47,Standard,12.99,2021-03-10 23:00:00,Laptop,20.98,Action,0
1657,50,Standard,12.99,2021-03-11 00:00:00,Laptop,24.7,Action,0
1658,61,Premium,19.99,2021-03-11 01:00:00,Tablet,15.5,Sci-Fi,0
1659,34,Premium,19.99,2021-03-11 02:00:00,TV,22.04,Sci-Fi,0
1660,33,Standard,12.99,2021-03-11 03:00:00,TV,53.78,Romance,0
1661,49,Standard,12.99,2021-03-11 04:00:00,Laptop,10.4,Horror,0
1662,66,Premium,19.99,2021-03-11 05:00:00,Mobile,11.44,Romance,1
1663,57,Free,0.0,2021-03-11 06:00:00,Tablet,13.91,Documentary,0
1664,31,Standard,12.99,2021-03-11 07:00:00,Tablet,33.16,Documentary,0
1665,59,Free,0.0,2021-03-11 08:00:00,Mobile,19.7,Horror,0
1666,57,Standard,12.99,2021-03-11 09:00:00,Laptop,5.53,Horror,0
1667,48,Free,0.0,2021-03-11 10:00:00,TV,29.09,Horror,0
1668,23,Premium,19.99,2021-03-11 11:00:00,Laptop,43.1,Sci-Fi,0
1669,40,Standard,12.99,2021-03-11 12:00:00,TV,22.69,Sci-Fi,1
1670,16,Free,0.0,2021-03-11 13:00:00,TV,35.33,Documentary,1
1671,67,Free,0.0,2021-03-11 14:00:00,Laptop,10.94,Horror,1
1672,23,Standard,12.99,2021-03-11 15:00:00,Tablet,30.07,Action,0
1673,23,Premium,19.99,2021-03-11 16:00:00,Tablet,31.91,Documentary,1
1674,54,Standard,12.99,2021-03-11 17:00:00,Tablet,18.51,Horror,0
1675,31,Standard,12.99,2021-03-11 18:00:00,TV,34.61,Action,1
1676,15,Free,0.0,2021-03-11 19:00:00,Tablet,19.49,Horror,0
1677,39,Standard,12.99,2021-03-11 20:00:00,TV,33.37,Romance,1
1678,57,Standard,12.99,2021-03-11 21:00:00,Tablet,18.18,Action,0
1679,54,Standard,12.99,2021-03-11 22:00:00,Laptop,11.05,Romance,0
1680,56,Free,0.0,2021-03-11 23:00:00,Mobile,34.51,Sci-Fi,1
1681,39,Standard,12.99,2021-03-12 00:00:00,TV,47.13,Documentary,0
1682,53,Standard,12.99,2021-03-12 01:00:00,Laptop,8.18,Horror,0
1683,49,Premium,19.99,2021-03-12 02:00:00,TV,40.22,Documentary,0
1684,17,Premium,19.99,2021-03-12 03:00:00,TV,49.3,Horror,0
1685,64,Standard,12.99,2021-03-12 04:00:00,Laptop,22.83,Romance,0
1686,51,Standard,12.99,2021-03-12 05:00:00,Tablet,18.21,Action,1
1687,58,Free,0.0,2021-03-12 06:00:00,TV,37.7,Action,1
1688,58,Premium,19.99,2021-03-12 07:00:00,Mobile,18.68,Horror,0
1689,65,Standard,12.99,2021-03-12 08:00:00,Mobile,13.85,Romance,0
1690,44,Free,0.0,2021-03-12 09:00:00,Laptop,25.03,Horror,0
1691,52,Free,0.0,2021-03-12 10:00:00,Mobile,1.99,Horror,0
1692,48,Premium,19.99,2021-03-12 11:00:00,Laptop,27.89,Horror,0
1693,26,Free,0.0,2021-03-12 12:00:00,Laptop,30.55,Action,0
1694,33,Standard,12.99,2021-03-12 13:00:00,TV,31.31,Horror,0
1695,51,Standard,12.99,2021-03-12 14:00:00,Laptop,27.56,Action,0
1696,58,Free,0.0,2021-03-12 15:00:00,Laptop,22.85,Sci-Fi,0
1697,63,Free,0.0,2021-03-12 16:00:00,Tablet,34.59,Romance,0
1698,31,Premium,19.99,2021-03-12 17:00:00,TV,45.88,Sci-Fi,0
1699,24,Premium,19.99,2021-03-12 18:00:00,Mobile,21.23,Horror,0
1700,69,Free,0.0,2021-03-12 19:00:00,Tablet,15.59,Action,0
1701,63,Premium,19.99,2021-03-12 20:00:00,Tablet,14.14,Romance,0
1702,61,Standard,12.99,2021-03-12 21:00:00,TV,4.45,Documentary,0
1703,26,Standard,12.99,2021-03-12 22:00:00,TV,39.23,Romance,0
1704,30,Standard,12.99,2021-03-12 23:00:00,Tablet,36.72,Romance,0
1705,38,Premium,19.99,2021-03-13 00:00:00,TV,22.92,Horror,0
1706,33,Standard,12.99,2021-03-13 01:00:00,TV,46.37,Sci-Fi,0
1707,22,Free,0.0,2021-03-13 02:00:00,Laptop,47.06,Sci-Fi,0
1708,45,Premium,19.99,2021-03-13 03:00:00,TV,44.23,Documentary,0
1709,35,Standard,12.99,2021-03-13 04:00:00,Laptop,25.99,Horror,0
1710,31,Free,0.0,2021-03-13 05:00:00,Tablet,7.68,Romance,0
1711,37,Standard,12.99,2021-03-13 06:00:00,Tablet,6.11,Sci-Fi,0
1712,51,Standard,12.99,2021-03-13 07:00:00,Mobile,24.11,Sci-Fi,1
1713,68,Premium,19.99,2021-03-13 08:00:00,TV,32.88,Action,1
1714,30,Standard,12.99,2021-03-13 09:00:00,Tablet,8.62,Romance,0
1715,20,Free,0.0,2021-03-13 10:00:00,Laptop,37.92,Horror,0
1716,22,Standard,12.99,2021-03-13 11:00:00,Tablet,35.45,Sci-Fi,0
1717,39,Standard,12.99,2021-03-13 12:00:00,TV,42.95,Horror,0
1718,32,Free,0.0,2021-03-13 13:00:00,Mobile,28.12,Romance,0
1719,39,Standard,12.99,2021-03-13 14:00:00,Mobile,31.67,Romance,0
1720,26,Premium,19.99,2021-03-13 15:00:00,Tablet,26.4,Sci-Fi,1
1721,29,Free,0.0,2021-03-13 16:00:00,Mobile,19.52,Documentary,0
1722,40,Standard,12.99,2021-03-13 17:00:00,TV,51.12,Horror,0
1723,55,Free,0.0,2021-03-13 18:00:00,TV,21.09,Horror,0
1724,59,Free,0.0,2021-03-13 19:00:00,Mobile,7.1,Action,0
1725,40,Free,0.0,2021-03-13 20:00:00,Laptop,14.15,Romance,0
1726,61,Free,0.0,2021-03-13 21:00:00,Mobile,34.47,Romance,0
1727,46,Premium,19.99,2021-03-13 22:00:00,Mobile,,Sci-Fi,1
1728,24,Free,0.0,2021-03-13 23:00:00,Tablet,17.19,Sci-Fi,0
1729,30,Standard,12.99,2021-03-14 00:00:00,Laptop,11.44,Sci-Fi,0
1730,21,Free,0.0,2021-03-14 01:00:00,Mobile,21.14,Action,0
1731,31,Premium,19.99,2021-03-14 02:00:00,Tablet,22.11,Documentary,0
1732,37,Standard,12.99,2021-03-14 03:00:00,Tablet,13.14,Sci-Fi,0
1733,40,Standard,12.99,2021-03-14 04:00:00,Tablet,0.0,Sci-Fi,0
1734,35,Free,0.0,2021-03-14 05:00:00,TV,64.57,Sci-Fi,0
1735,36,Standard,12.99,2021-03-14 06:00:00,Tablet,0.66,Action,0
1736,21,Free,0.0,2021-03-14 07:00:00,Tablet,15.06,Horror,0
1737,28,Premium,19.99,2021-03-14 08:00:00,TV,52.53,Documentary,0
1738,29,Standard,12.99,2021-03-14 09:00:00,TV,33.85,Horror,1
1739,67,Standard,12.99,2021-03-14 10:00:00,Tablet,26.55,Romance,0
1740,21,Standard,12.99,2021-03-14 11:00:00,Mobile,34.46,Romance,0
1741,23,Free,0.0,2021-03-14 12:00:00,Laptop,24.9,Sci-Fi,0
1742,65,Standard,12.99,2021-03-14 13:00:00,TV,41.44,Horror,0
1743,62,Standard,12.99,2021-03-14 14:00:00,Laptop,18.23,Action,0
1744,22,Standard,12.99,2021-03-14 15:00:00,TV,52.93,Documentary,0
1745,64,Standard,12.99,2021-03-14 16:00:00,Tablet,34.47,Horror,0
1746,37,Free,0.0,2021-03-14 17:00:00,TV,23.37,Horror,1
1747,43,Free,0.0,2021-03-14 18:00:00,Tablet,21.64,Documentary,1
1748,32,Premium,19.99,2021-03-14 19:00:00,Laptop,22.26,Horror,0
1749,45,Standard,12.99,2021-03-14 20:00:00,Mobile,21.98,Horror,1
1750,44,Standard,12.99,2021-03-14 21:00:00,Tablet,26.74,Documentary,0
1751,66,Premium,19.99,2021-03-14 22:00:00,Laptop,24.65,Action,0
1752,53,Free,0.0,2021-03-14 23:00:00,Laptop,7.36,Documentary,0
1753,49,Premium,19.99,2021-03-15 00:00:00,TV,23.91,Sci-Fi,1
1754,32,Premium,19.99,2021-03-15 01:00:00,Tablet,17.1,Sci-Fi,1
1755,56,Premium,19.99,2021-03-15 02:00:00,Laptop,21.83,Sci-Fi,0
1756,53,Premium,19.99,2021-03-15 03:00:00,Mobile,22.5,Sci-Fi,0
1757,31,Free,0.0,2021-03-15 04:00:00,TV,38.36,Romance,1
1758,28,Free,0.0,2021-03-15 05:00:00,TV,50.17,Action,0
1759,45,Standard,12.99,2021-03-15 06:00:00,Laptop,24.87,Romance,0
1760,38,Free,0.0,2021-03-15 07:00:00,Tablet,19.46,Horror,0
1761,49,Free,0.0,2021-03-15 08:00:00,TV,49.54,Horror,0
1762,58,Standard,12.99,2021-03-15 09:00:00,Tablet,6.46,Documentary,0
1763,59,Free,0.0,2021-03-15 10:00:00,Laptop,0.93,Sci-Fi,0
1764,48,Premium,19.99,2021-03-15 11:00:00,Laptop,21.39,Documentary,1
1765,17,Premium,19.99,2021-03-15 12:00:00,Tablet,33.78,Horror,0
1766,51,Premium,19.99,2021-03-15 13:00:00,Mobile,21.36,Sci-Fi,0
1767,57,Standard,12.99,2021-03-15 14:00:00,TV,29.96,Action,0
1768,54,Premium,19.99,2021-03-15 15:00:00,Laptop,,Horror,0
1769,40,Premium,19.99,2021-03-15 16:00:00,Mobile,10.75,Documentary,0
1770,69,Standard,12.99,2021-03-15 17:00:00,Mobile,5.52,Documentary,0
1771,37,Free,0.0,2021-03-15 18:00:00,Tablet,30.92,Horror,0
1772,58,Premium,19.99,2021-03-15 19:00:00,Tablet,13.93,Romance,0
1773,53,Premium,19.99,2021-03-15 20:00:00,Tablet,20.94,Action,0
1774,29,Standard,12.99,2021-03-15 21:00:00,Mobile,22.84,Horror,1
1775,63,Free,0.0,2021-03-15 22:00:00,TV,29.28,Horror,0
1776,18,Standard,12.99,2021-03-15 23:00:00,Tablet,38.5,Documentary,0
1777,43,Free,0.0,2021-03-16 00:00:00,TV,35.08,Sci-Fi,0
1778,36,Premium,19.99,2021-03-16 01:00:00,Tablet,,Sci-Fi,0
1779,39,Premium,19.99,2021-03-16 02:00:00,Mobile,5.37,Sci-Fi,1
1780,27,Free,0.0,2021-03-16 03:00:00,TV,44.29,Documentary,0
1781,32,Standard,12.99,2021-03-16 04:00:00,TV,27.48,Sci-Fi,0
1782,47,Free,0.0,2021-03-16 05:00:00,Mobile,42.78,Horror,0
1783,30,Standard,12.99,2021-03-16 06:00:00,TV,26.55,Romance,0
1784,59,Free,0.0,2021-03-16 07:00:00,Mobile,34.21,Romance,1
1785,56,Standard,12.99,2021-03-16 08:00:00,Mobile,21.5,Romance,0
1786,58,Free,0.0,2021-03-16 09:00:00,Laptop,8.35,Sci-Fi,1
1787,16,Free,0.0,2021-03-16 10:00:00,Tablet,38.45,Romance,1
1788,69,Standard,12.99,2021-03-16 11:00:00,Laptop,33.52,Sci-Fi,0
1789,49,Free,0.0,2021-03-16 12:00:00,Mobile,38.48,Horror,0
1790,56,Standard,12.99,2021-03-16 13:00:00,Mobile,22.68,Horror,0
1791,48,Free,0.0,2021-03-16 14:00:00,TV,27.57,Documentary,0
1792,44,Standard,12.99,2021-03-16 15:00:00,Mobile,12.34,Documentary,1
1793,69,Premium,19.99,2021-03-16 16:00:00,Mobile,23.28,Action,1
1794,27,Premium,19.99,2021-03-16 17:00:00,Mobile,15.1,Horror,0
1795,27,Premium,19.99,2021-03-16 18:00:00,Tablet,18.81,Sci-Fi,0
1796,32,Premium,19.99,2021-03-16 19:00:00,Laptop,20.17,Action,0
1797,46,Free,0.0,2021-03-16 20:00:00,Laptop,28.08,Horror,0
1798,46,Free,0.0,2021-03-16 21:00:00,Tablet,,Sci-Fi,1
1799,49,Standard,12.99,2021-03-16 22:00:00,Tablet,38.22,Horror,0
1800,53,Premium,19.99,2021-03-16 23:00:00,Tablet,24.32,Horror,0
1801,60,Premium,19.99,2021-03-17 00:00:00,Laptop,16.15,Sci-Fi,0
1802,66,Free,0.0,2021-03-17 01:00:00,Laptop,,Horror,0
1803,43,Free,0.0,2021-03-17 02:00:00,Mobile,9.35,Horror,0
1804,63,Free,0.0,2021-03-17 03:00:00,Laptop,26.64,Horror,1
1805,43,Standard,12.99,2021-03-17 04:00:00,TV,26.72,Documentary,0
1806,67,Standard,12.99,2021-03-17 05:00:00,Laptop,23.31,Romance,0
1807,58,Free,0.0,2021-03-17 06:00:00,Tablet,7.02,Horror,1
1808,30,Standard,12.99,2021-03-17 07:00:00,Laptop,8.8,Sci-Fi,1
1809,58,Standard,12.99,2021-03-17 08:00:00,Mobile,19.27,Horror,0
1810,61,Standard,12.99,2021-03-17 09:00:00,Laptop,8.9,Documentary,1
1811,24,Free,0.0,2021-03-17 10:00:00,Tablet,41.33,Documentary,0
1812,44,Premium,19.99,2021-03-17 11:00:00,TV,18.14,Horror,0
1813,39,Standard,12.99,2021-03-17 12:00:00,Tablet,7.36,Action,0
1814,53,Premium,19.99,2021-03-17 13:00:00,TV,47.23,Romance,0
1815,34,Premium,19.99,2021-03-17 14:00:00,Mobile,30.35,Sci-Fi,0
1816,19,Free,0.0,2021-03-17 15:00:00,Mobile,42.35,Sci-Fi,0
1817,15,Free,0.0,2021-03-17 16:00:00,Laptop,19.87,Sci-Fi,0
1818,44,Standard,12.99,2021-03-17 17:00:00,Mobile,18.97,Sci-Fi,0
1819,63,Free,0.0,2021-03-17 18:00:00,Mobile,21.51,Documentary,0
1820,17,Premium,19.99,2021-03-17 19:00:00,Tablet,26.88,Romance,0
1821,59,Standard,12.99,2021-03-17 20:00:00,Tablet,25.49,Horror,0
1822,28,Premium,19.99,2021-03-17 21:00:00,Laptop,39.56,Horror,0
1823,44,Free,0.0,2021-03-17 22:00:00,Laptop,18.59,Action,1
1824,64,Free,0.0,2021-03-17 23:00:00,Laptop,8.17,Horror,0
1825,18,Standard,12.99,2021-03-18 00:00:00,Laptop,35.19,Romance,0
1826,32,Free,0.0,2021-03-18 01:00:00,Tablet,20.77,Horror,0
1827,51,Standard,12.99,2021-03-18 02:00:00,Laptop,28.29,Documentary,0
1828,39,Premium,19.99,2021-03-18 03:00:00,Laptop,25.53,Horror,1
1829,62,Standard,12.99,2021-03-18 04:00:00,Mobile,32.86,Sci-Fi,1
1830,15,Standard,12.99,2021-03-18 05:00:00,Laptop,30.57,Sci-Fi,0
1831,67,Free,0.0,2021-03-18 06:00:00,TV,50.76,Sci-Fi,0
1832,60,Free,0.0,2021-03-18 07:00:00,Mobile,35.12,Sci-Fi,1
1833,29,Premium,19.99,2021-03-18 08:00:00,Tablet,,Documentary,0
1834,23,Premium,19.99,2021-03-18 09:00:00,TV,54.86,Documentary,0
1835,29,Standard,12.99,2021-03-18 10:00:00,Laptop,42.99,Documentary,1
